usajobs_control_number,usajobs_url,position_title,agency,department,min_grade,max_grade,source_year,edu_category,edu_reasoning,edu_key_quote
860824700,https://www.usajobs.gov/job/860824700,IT SPECIALIST (CUSTSPT),Department of the Army,Department of the Army,GS,GS,2026,no_education,"The posting allows qualification through specialized experience at GS-07 and GS-09, and the education language is an OR alternative rather than a mandatory degree requirement. This means a degree is not strictly required because experience alone can qualify.",OR Education: Master's or equivalent graduate degree or 2 full years of progressively higher level graduate education leading to such a degree
860838700,https://www.usajobs.gov/job/860838700,Principal Network Engineer #332,Legislative Branch,Legislative Branch,AD,AD,2026,no_education,"The posting does not require a degree at any grade level; it lists a High School Diploma/GED in the education field and the qualifications allow qualification through experience, with the BS degree only listed as a desired qualification. The language 'equivalent combination of education and experience' also indicates education is optional, not mandatory.","Desired Qualifications BS degree in computer science, electrical engineering, telecommunications or a related field, or any equivalent combination of education and experience in Unified Communications/Voice technologies."
860840500,https://www.usajobs.gov/job/860840500,SUPERVISORY IT SPECIALIST (PLCYPLN),Department of the Navy,Department of the Navy,NM,NM,2026,no_education,The posting qualifies applicants by specialized experience at the GS-12 level and contains no statement that a degree is required. The reference to OPM Alternative A and experience-based qualifications indicates education is not mandatory.,Your resume must demonstrate at least one year of specialized experience at or equivalent to the (GS-12) grade level or pay band (NM-03) in the Federal service or equivalent experience in the private or public sector.
860844000,https://www.usajobs.gov/job/860844000,"MILCON Information Technology Program Manager, NSIC",Department of the Air Force,Department of the Air Force,GG,GG,2026,no_education,"The posting references an individual occupational requirement for the 2210 series, which is an experience-or-education standard rather than a strict degree requirement. The education field is empty and there is no text stating a degree is mandatory with no experience alternative.",The 2210 series has an individual occupational requirement that must be met and can be viewed here.
860849900,https://www.usajobs.gov/job/860849900,"Supervisory Information Technology Specialist, GS-2210-15 (MP)",Department of Education,Department of Education,GS,GS,2026,no_education,"The posting explicitly says education cannot be substituted for experience, but the qualifications are still based on specialized experience at GS-15 rather than a degree requirement. There is no statement that a bachelor's or higher degree is mandatory to qualify.",Education cannot be substituted for experience for this position and grade level.
860852800,https://www.usajobs.gov/job/860852800,"Supervisory Information Technology Specialist, GS-2210-15 (MP)",Department of Education,Department of Education,GS,GS,2026,no_education,"The posting explicitly states that education cannot be used in place of experience, and the qualifications section requires specialized IT experience for GS-15 qualification with no degree requirement. The education references are only for certification/desired background, not a mandatory degree.",Education cannot be substituted for experience for this position and grade level.
860853600,https://www.usajobs.gov/job/860853600,IT SPECIALIST (INFOSEC),Department of the Navy,Department of the Navy,NH,NH,2026,no_education,"The posting qualifies applicants by specialized experience only and references the 2210 Alternative A standard, which allows experience or education rather than requiring a degree. The education field is empty.",Your resume must also demonstrate at least one year of specialized experience at or equivalent to the NH-03 pay band (GS-13 equivalent) in the Federal service or equivalent experience in the private or public sector.
860854200,https://www.usajobs.gov/job/860854200,Lead Information Technology Specialist (Sysadmin) NF-04,Department of the Army,Department of the Army,NF,NF,2026,no_education,"The posting only says transcripts are needed if you choose to qualify via education, while the qualifications summary emphasizes experience and/or specialized training. There is no statement that a degree is required or that experience alone is insufficient.","If using education to qualify for this position, transcripts must be uploaded and provided with application to receive consideration."
860857900,https://www.usajobs.gov/job/860857900,IT SPECIALIST (INFOSEC/CUSTSPT),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,"The posting allows qualification through IT-related experience and specialized experience, and the education text only describes an optional substitution path 'for the required experience.' That means a degree is not strictly required because experience alone can qualify.","Applicants may substitute the following education for the required experience, provided it demonstrates the knowledge, skills and abilities necessary to do the work of the position: Successful completion of a Ph.D. or equivalent doctoral degree OR Successful completion of 3 full years of progressively higher level graduate education leading to a Ph.D. or equivalent doctoral degree"
860859500,https://www.usajobs.gov/job/860859500,IT PROGRAM MANAGER (POLICY AND PLANNING),Department of Defense,Department of Defense,GS,GS,2026,no_education,"The posting allows qualification through specialized IT-related experience at GS-13, and the education field explicitly says education cannot be used in lieu of experience for this grade level. The education language is an experience-only requirement, not a degree requirement.",Substitution of education may not be used in lieu of specialized experience for this grade level.
860873100,https://www.usajobs.gov/job/860873100,IT Cybersecurity Specialist (INFOSEC/ENTARCH),Department of Defense,Department of Defense,GS,GS,2026,no_education,"The posting states that education cannot be used instead of specialized experience for this grade level, and the qualifications section qualifies applicants by specialized experience only. There is no grade where a degree is strictly required.",Substitution of education may not be used in lieu of specialized experience for this grade level.
860877000,https://www.usajobs.gov/job/860877000,Supervisory Information Technology Specialist (Engineering),Department of Justice,Department of Justice,GS,GS,2026,no_education,"The posting qualifies GS-15 solely by specialized experience, and the education section explicitly says no education substitution is allowed rather than requiring a degree. There is no grade level here where a degree is mandatory with no experience-only alternative.",There is no substitution of education for experience is permitted.
860883200,https://www.usajobs.gov/job/860883200,IT SPECIALIST (SYSADMIN) (TITLE 32),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,"The posting allows qualification by specialized experience at GS-07, GS-09, and GS-11, and the education language is clearly an alternative path (“In lieu of specialized experience”). That means there is no grade where a degree is strictly required with no experience-only alternative.","In lieu of specialized experience, you may qualify with the following education or combination of both education and experience: GS09- Successful completion of a master's degree or equivalent graduate degree or 2 full years of progressively higher level graduate education leading to a master's degree or equivalent graduate degree."
860889000,https://www.usajobs.gov/job/860889000,Information Technology Specialist (InfoSec),Department of Homeland Security,Department of Homeland Security,GS,GS,2026,no_education,"The posting requires specialized IT experience for qualification and explicitly states that education cannot be used in lieu of specialized experience at this grade. The education field says ""Not Applicable,"" so there is no degree requirement.",Substitution of education in lieu of specialized experience may not be used for this grade level.
860904600,https://www.usajobs.gov/job/860904600,IT SPECIALIST (NETWORK),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,"The education language is an optional substitution path (“If you are using education to qualify for this position”), not a mandatory degree requirement. The qualifications also state specialized experience is the primary qualification path, so there is no grade where a degree is strictly required.","Ph.D. or equivalent doctoral degreeor3 full years of progressively higher level graduate education leading to a Ph.D. or equivalent doctoral degree If you are using education to qualify for this position, you must provide transcripts or other documentation to support your educational claims."
860909400,https://www.usajobs.gov/job/860909400,Information Technology Specialist (SYSADMIN),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,"The posting requires specific certifications and IT-related experience at the GS-11 level, but it does not state that a degree is mandatory. The reference to OPM Alternative A/B and the absence of any education field indicate there is no grade where a degree is strictly required.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/ OR https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-b/ .
860914700,https://www.usajobs.gov/job/860914700,SUPERVISORY INFORMATION TECHNOLOGY SPECIALIST (PLCPLN),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,"The posting requires specialized experience at the GS-13 level and cites Alternative A / 2210 standards, which allow experience rather than a mandatory degree. There is no grade level where a bachelor's or higher degree is strictly required.",Your resume must also demonstrate at least one year of specialized experience at or equivalent to the GS-13 grade level or pay band in the Federal service or equivalent experience in the private or public sector.
860939800,https://www.usajobs.gov/job/860939800,Policy Branch Chief (Policy and Planning),General Services Administration,General Services Administration,GS,GS,2026,no_education,"The posting requires specialized IT experience at GS-15 and does not state any degree requirement. The education field is empty, and the qualifications section only lists experience and competencies, with no mandatory education path.",Applicants applying for the GS-15 grade level must meet the following requirements: Have IT-related experience demonstrating EACH of the four competencies AND one year of specialized experience equivalent to the GS-14 level in the Federal service as described below:
860945000,https://www.usajobs.gov/job/860945000,Information Technology Specialist (Programmer/Application Software),Department of Justice,Department of Justice,GS,GS,2026,no_education,"The qualifications are based on IT-related experience and specialized experience at GS-12, with no degree requirement stated anywhere. The empty Education field also provides no education mandate.","Basic Qualifications: In order to meet basic qualifications for GS-2210 positions, individuals must have IT-related experience demonstrating each of the competencies defined below:"
860945900,https://www.usajobs.gov/job/860945900,Information Technology Specialist (Programmer/Application Software),Department of Justice,Department of Justice,GS,GS,2026,no_education,"The posting lists only IT-related experience and specialized experience for GS-12, with no degree requirement stated. The education field is empty, and there is no language making a degree mandatory with no experience-only alternative.","Basic Qualifications: In order to meet basic qualifications for GS-2210 positions, individuals must have IT-related experience demonstrating each of the competencies defined below:"
860965100,https://www.usajobs.gov/job/860965100,Supervisory Information Technology (System Admin/Information Security),Department of Defense,Department of Defense,GS,GS,2026,no_education,The posting explicitly says experience alone is required and that education cannot be substituted. That means there is no grade where a degree is strictly required.,"For this job, you must meet the qualification requirement using experience alone--no substitution of education for experience is permitted."
860982200,https://www.usajobs.gov/job/860982200,HQE Integrated Architecture Advisor,Department of the Air Force,Department of the Air Force,EE,EE,2026,no_education,"The Education field explicitly says the standard can be met through either education or experience, so a degree is not strictly required. The Qualifications Summary also includes broad experience-based eligibility language and does not impose a no-experience degree-only requirement.",This standard allows eligibility through meeting either the requirements specified in the section titled Education or the requirements specified in the section titled Experience.
861010700,https://www.usajobs.gov/job/861010700,SUPERVISORY IT SPECIALIST (PLCYPLN),Department of the Army,Department of the Army,GS,GS,2026,no_education,"The posting describes qualification through general and specialized experience only, with no degree listed as mandatory. The education field is just transcript/documentation instructions and does not state an education-only requirement.",You must provide transcripts or other documentation to support your Educational claims.
861015900,https://www.usajobs.gov/job/861015900,IT SPEC (CUSTSPT),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,"The posting allows qualification through experience and/or education, and the education section includes a substitution option (“Ph.D. ... or 3 full years of progressively higher level graduate education”) rather than a strict degree-only requirement. Since experience-only qualification is available, there is no grade where a degree is strictly required.",Substitution of Education for Specialized Experience: Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to a Ph.D. or equivalent doctoral degree
861021200,https://www.usajobs.gov/job/861021200,IT SPECIALIST (CUSTSPT),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,"The posting allows qualification through experience and explicitly says education is a substitution option (“Substitution of Education for Specialized Experience”), not a mandatory requirement. The qualifications summary also provides experience-only paths.",Substitution of Education for Specialized Experience: Ph.D. or equivalent doctoral degreeor3 full years of progressively higher level graduate education leading to a Ph.D. or equivalent doctoral degree
861022500,https://www.usajobs.gov/job/861022500,IT SPECIALIST (PLCYPLN/ENTARCH),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,"The posting specifies qualification under OPM Alternative A and then requires IT-related experience and specialized experience, with no explicit degree requirement at this grade level. Alternative A allows experience-based qualification, so there is no grade where a degree is strictly required.","Qualifications: In order to qualify, you must meet the requirements described in the Office of Personnel Management (OPM) Qualification Standards for General Schedule Positions, Information Technology (IT) Management Series, GS-2210 (Alternate A)."
861062200,https://www.usajobs.gov/job/861062200,"IT Specialist (INFOSEC), GS-2210-14, FPL GS-14 (Direct Hire)",Department of Education,Department of Education,GS,GS,2026,no_education,"The posting says education cannot be substituted for experience, and the qualifications are based on specialized IT experience at GS-14 with no degree requirement stated. This indicates experience is the qualifying path, not a mandatory degree.",Education cannot be substituted for experience for this position and grade level.
861093700,https://www.usajobs.gov/job/861093700,IT SPECIALIST (SYSADMIN/INFOSEC),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,"The qualifications are based on specialized experience at the GS-11 level, and the only education mention is the general 2210 Alternative A/B reference, which allows experience or education. No degree is strictly required.",Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-11 grade level or pay band in the Federal service or equivalent experience in the private or public sector.
861098300,https://www.usajobs.gov/job/861098300,SUPERVISORY IT SPECIALIST (PLCYPLN),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,The posting qualifies candidates based on specialized experience at the GS-12 level and does not state any degree is required. The reference to Alternative A/B and the absence of any education section indicate experience-only qualification is available.,Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-12 grade level or pay band in the Federal service or equivalent experience in the private or public sector.
861100100,https://www.usajobs.gov/job/861100100,IT SPECIALIST (APPSW) Senior Solutions Architect,Department of Defense,Department of Defense,GS,GS,2026,no_education,"The posting says there is no education substitution at this grade level, and the qualifications are based on IT-related experience and specialized experience. No degree is required; education is not presented as a mandatory qualification path.",There is no substitution of education for experience at this grade level.
861112300,https://www.usajobs.gov/job/861112300,IT Specialist (Customer Support),Other Agencies and Independent Organizations,Other Agencies and Independent Organizations,GS,GS,2026,no_education,"The posting explicitly says there is no education qualification requirement, and the qualifications section says education is not substitutional at this grade level. The job is based on experience only.",This job does not have an education qualification requirement.
861113200,https://www.usajobs.gov/job/861113200,IT Specialist (Customer Support),Other Agencies and Independent Organizations,Other Agencies and Independent Organizations,GS,GS,2026,no_education,"The posting explicitly states there is no education qualification requirement and says education cannot be used as a substitute at this grade level. Qualification is based on experience only, so no degree is required.",This job does not have an education qualification requirement.
861125500,https://www.usajobs.gov/job/861125500,INFORMATION TECHNOLOGY SPECIALIST (NETWORK),Department of Defense,Department of Defense,GS,GS,2026,no_education,"The posting explicitly says education cannot replace experience, and the qualifications are entirely based on specialized experience for GS-13. There is no grade level where a degree is required.",Substitution of education may not be used in lieu of specialized experience for this grade level.
861145800,https://www.usajobs.gov/job/861145800,IT CYBERSECURITY SPECIALIST (PLCYPLN),Department of the Air Force,Department of the Air Force,NH,NH,2026,no_education,"The posting explicitly states that education cannot be used instead of specialized experience at this grade level, and the qualifications section shows an experience-only path. The education language is not a degree requirement.",Substitution of education may not be used in lieu of specialized experience for this grade level.
861163100,https://www.usajobs.gov/job/861163100,LEAD IT SPECIALIST (PLCYPLN/CUSTSPT),Department of Defense,Department of Defense,GS,GS,2026,no_education,"The posting qualifies applicants by specialized experience at the GS-11 level and references OPM Alternative A/B, which allow experience-based qualification. The education field is empty and no degree is strictly required.",Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-11 grade level or pay band in the Federal service or equivalent experience in the private or public sector.
861170100,https://www.usajobs.gov/job/861170100,IT Specialist (SYSANALYSIS),Department of Defense,Department of Defense,GS,GS,2026,no_education,The posting requires specialized experience for GS-13 and explicitly says education cannot be used instead. There is no grade level where a degree is strictly required with no experience-only alternative.,Substitution of education may not be used in lieu of specialized experience for this grade level.
861172100,https://www.usajobs.gov/job/861172100,Information Technology Specialist (APPSW),Department of Defense,Department of Defense,GG,GG,2026,no_education,"The posting explicitly says education cannot be used instead of specialized experience, and the qualifications are fully based on specialized experience at the listed grades. There is no grade where a degree is strictly required.",Substitution of education may not be used in lieu of specialized experience for this grade level.
861180500,https://www.usajobs.gov/job/861180500,IT SPECIALIST (CUSTOMER SUPPORT) (T32),Department of the Army,Department of the Army,GS,GS,2026,no_education,"The education section only offers substitution of education for specialized experience at GS-09 and GS-11, which means experience alone still qualifies. The qualifications summary also lists specialized experience requirements and does not make a degree mandatory at any grade.",SUBSTITUTION OF EDUCATION FOR SPECIALIZED EXPERIENCE: GS-09: master's degree or equivalent graduate degree or 2 full years of progressively higher level graduate education leading to a master's degree or equivalent graduate degree GS-11: Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to a Ph.D. or equivalent doctoral degree
861182500,https://www.usajobs.gov/job/861182500,SUPERVISORY IT SPECIALIST (PLCYPLN),Department of Defense,Department of Defense,GS,GS,2026,no_education,"The posting explicitly states that education cannot be used to qualify, and the qualification section requires specialized experience at GS-13 level for GS-14. There is no grade level where a degree is strictly required.",You may not use education to qualify for this position.
861185400,https://www.usajobs.gov/job/861185400,SUPERVISORY IT SPECIALIST (PLCYPLN),Department of Defense,Department of Defense,GS,GS,2026,no_education,"The posting explicitly says education cannot be used to qualify, and the qualifications are based entirely on specialized experience and time-in-grade. There is no grade level where a degree is strictly required.",You may not use education to qualify for this position.
861193600,https://www.usajobs.gov/job/861193600,Director of IT Service Delivery,Department of the Interior,Department of the Interior,GS,GS,2026,no_education,"The posting explicitly states there is no educational requirement, and the qualifications are based entirely on specialized IT experience. There is no grade level where a degree is required without an experience alternative.",There is no educational requirement for this position.
860614100,https://www.usajobs.gov/job/860614100,IT CYBERSECURITY SPECIALIST (INFOSEC),Department of Defense,Department of Defense,GG,GG,2026,no_education,"The posting explicitly states that education cannot substitute for experience at GG-13, and the Qualifications Summary qualifies solely by specialized experience. There is no grade level here where a degree is strictly required.",There is no substitution of education for specialized experience at the GG-13 grade level.
860662800,https://www.usajobs.gov/job/860662800,INFORMATION SPECIALIST (SYSADMIN/INFOSEC),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,"The posting uses alternative education language (“OR” and “A combination of experience and graduate education”), which means experience alone can qualify. The qualifications summary also clearly allows qualification through specialized experience at GS-11, so no degree is strictly required.",Successfully completion of a Ph.D. or equivalent doctoral degree OR Successfully completion of three full years of progressively higher-level graduate education leading to such a degree. OR Possession of an LL.M. that is related to this position being filled. OR A combination of experience and graduate education as described above that equates to one year of experience.
860695000,https://www.usajobs.gov/job/860695000,IT SPEC (NETWORK) - TITLE 32,Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,"The qualifications are based entirely on general and specialized experience, with no degree requirement mentioned anywhere. The education field is empty, and the summary only describes experience needed to qualify.","Each applicant must fully substantiate (in her/his own words) that they meet the requirements of the specialized experience listed below; otherwise, the applicant will be considered unqualified for this vacancy."
860819500,https://www.usajobs.gov/job/860819500,IT SPECIALIST (INFOSEC),Department of the Navy,Department of the Navy,DP,DP,2026,no_education,"The qualifications are based on one year of specialized IT experience and reference OPM 2210 Alternative A, which allows experience or education. No grade level states that a degree is strictly required with no experience alternative.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/
861028200,https://www.usajobs.gov/job/861028200,SUPERVISORY IT SPECIALIST (PLCYPLN),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,"The qualifications section requires specialized experience at the GS-12 level and cites 2210 Alternative A, which allows experience or education. No grade level here makes a degree strictly mandatory with no experience alternative.",Additional qualification information can be found from the following Office of Personnel Management website: Information Technology (IT) Management Series 2210 (Alternative A): https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/
861048700,https://www.usajobs.gov/job/861048700,SUPV IT SPECIALIST (ENTARCH),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,"The posting requires specialized experience at the GS-13 level and references the 2210 Alternative A standard, which allows qualification through experience. There is no degree requirement stated anywhere in the provided text.",Your resume must also demonstrate at least one year of specialized experience at or equivalent to the GS-13 grade level or pay band in the Federal service or equivalent experience in the private or public sector.
861081300,https://www.usajobs.gov/job/861081300,SUPERVISORY IT SPECIALIST (APPSW),Department of the Navy,Department of the Navy,NM,NM,2026,no_education,"The qualifications are based on specialized experience at the GS-12 level, and the posting cites the 2210 Alternative A standard, which allows experience instead of a degree. The education field is empty and no degree is strictly required.",Your resume must demonstrate at least one year of specialized experience at or equivalent to the (GS-12) grade level or pay band (NM-03) in the Federal service or equivalent experience in the private or public sector.
861085600,https://www.usajobs.gov/job/861085600,COBOL DEVELOPER,Department of Defense,Department of Defense,GS,GS,2026,no_education,The posting requires specialized experience and explicitly states that education cannot be substituted at this grade level. There is no degree-only requirement described.,Education is not substitutable for specialized experience at this grade level.
861091300,https://www.usajobs.gov/job/861091300,IT Cybersecurity Specialist (Defense Critical Energy Infrastructure (DCEI)),Department of Energy,Department of Energy,GS,GS,2026,no_education,"The posting explicitly states there are no specific education requirements or substitution of education for experience, and the qualifications are based on specialized experience instead. This means no degree is strictly required.",There are no specific education requirements or substitution of education for experience for this position.
861108700,https://www.usajobs.gov/job/861108700,INFORMATION TECHNOLOGY SPECIALIST (APPSW),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,This posting uses OPM Alternative A and qualifies based on IT-related experience and specialized experience; it does not state that a degree is required at any grade level. The education section is just boilerplate/marketing text and contains no mandatory degree requirement.,"In order to qualify, you must meet the requirements described in the Office of Personnel Management (OPM) Qualification Standards for General Schedule Positions, Information Technology (IT) Management Series, GS-2210 (Alternate A)."
861162600,https://www.usajobs.gov/job/861162600,SUPERVISORY INFORMATION TECHNOLOGY SPECIALIST (APPSW),Department of the Air Force,Department of the Air Force,GS,GS,2026,no_education,"The posting qualifies under OPM Alternative A and explicitly lists experience requirements; there is no grade level here that makes a degree strictly required. The education field is empty, and the summary focuses on specialized experience and time-in-grade.","In order to qualify, you must meet the requirements described in the Office of Personnel Management (OPM) Qualification Standards for General Schedule Positions, Information Technology (IT) Management Series, GS-2210 (Alternate A)."
861183900,https://www.usajobs.gov/job/861183900,Information Technology Specialist (Information Security),Department of Defense,Department of Defense,GS,GS,2026,no_education,"The posting explicitly says qualification must be met using experience alone and that education cannot be substituted, so there is no degree requirement. The education field is empty.","For this job, you must meet the qualification requirement using experience alone--no substitution of education for experience is permitted."
861218500,https://www.usajobs.gov/job/861218500,IT Specialist (SysAdmin) - DHA,Other Agencies and Independent Organizations,Other Agencies and Independent Organizations,GS,GS,2026,no_education,"The posting qualifies applicants by specialized IT experience at the GS-12 level and explicitly says specialized experience is required. The reference to 2210 Alternative A indicates experience-or-education qualification standards, not a mandatory degree requirement.","In addition, to qualify for this GS-13 position you must have at least 52 weeks of specialized experience at or equivalent to the GS-12 level or above"
861222400,https://www.usajobs.gov/job/861222400,IT PROJECT MANAGER (PLCYPLN),Department of Defense,Department of Defense,GS,GS,2026,no_education,The posting qualifies solely by specialized experience at GS-13 and explicitly states that education cannot substitute for experience at this grade level. There is no degree requirement because experience is the only qualification path described.,Substitution of education may not be used in lieu of specialized experience for this grade level.
861241700,https://www.usajobs.gov/job/861241700,IT Specialist (INFOSEC),Department of the Navy,Department of the Navy,NO,NO,2026,no_education,"The posting qualifies applicants solely by specialized experience at the GS-13 level, and the education field is empty. There is no degree requirement stated anywhere in the provided text.",Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-13 grade level or NO-05 pay band in the Federal service or equivalent experience in the private or public sector.
861248300,https://www.usajobs.gov/job/861248300,SUPV IT CYBERSECURITY SPECIALIST (INFOSEC),Department of Defense,Department of Defense,NH,NH,2026,no_education,The posting requires specialized experience and explicitly says education cannot be substituted for this grade level. There is no grade level here where a degree is required instead of experience.,Substitution of education may not be used in lieu of specialized experience for this grade level.
861267800,https://www.usajobs.gov/job/861267800,IT Cybersecurity Specialist ( System Administration)-Direct Hire,Department of Justice,Department of Justice,GS,GS,2026,no_education,"The posting explicitly states there is no education requirement and that qualification must be met using experience alone, with no education substitution permitted. The qualifications section also shows experience-only qualification at GS-13 and GS-14.","There is no education requirement. For this job, you must meet the qualification requirement using experience alone--no substitution of education for experience is permitted."
861283900,https://www.usajobs.gov/job/861283900,INFORMATION TECHNOLOGY SPECIALIST (SYSADMIN),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,"The qualifications summary clearly allows qualification through specialized experience at GS-07, and the education language is an optional alternative path ('OR'). This is an Alternative A 2210 posting where experience alone qualifies, so there is no strict education requirement.",Your resume must demonstrate at least one year of specialized experience at or equivalent to the (GS-07) grade level or pay band in the Federal service or equivalent experience in the private or public sector.
861284700,https://www.usajobs.gov/job/861284700,IT Cybersecurity Specialist (INFOSEC),Department of Defense,Department of Defense,GS,GS,2026,no_education,The posting requires specialized experience and explicitly says education cannot be used instead for this grade level. There is no degree requirement because qualification is based on experience only.,Substitution of education may not be used in lieu of specialized experience for this grade level.
861289300,https://www.usajobs.gov/job/861289300,SUPERVISORY IT CYBERSECURITY SPECIALIST (INFOSEC),Department of the Air Force,Department of the Air Force,GG,GG,2026,no_education,"The posting lists experience-based basic requirements and explicitly says applicants must meet experience qualifications; it does not state that a degree is required, and the education field is empty. References to education are absent or boilerplate, so there is no strict education requirement.",BASIC REQUIREMENTS: For all positions individuals must have IT-related experience demonstrating each of the four competencies listed below.
861294700,https://www.usajobs.gov/job/861294700,IT Specialist (CUSTSPT) NF-03,Department of the Army,Department of the Army,NF,NF,2026,no_education,"The posting explicitly says there is no positive education requirement, and the qualifications allow experience alone or education as an alternative. The degree is only needed if you are relying on education to qualify, not as a mandatory requirement.","This position does not have a positive education requirement, however if you are relying on your education to qualify, transcripts and/or certificates must be uploaded at the time of application to be considered."
861325600,https://www.usajobs.gov/job/861325600,Supervisory IT Specialist,Department of Labor,Department of Labor,GS,GS,2026,education_required,"The Education Requirements section states a specific degree or qualifying coursework is required, and the Qualifications Summary says applicants must meet those basic requirements plus specialized experience. There is no experience-only alternative shown for meeting the basic education requirement.","Degree in computer science, engineering, information science, information systems management, mathematics, operations research, statistics, or technology management or degree that provided a minimum of 24 semester hours in one or more of the fields identified above and required the development or adaptation of applications, systems or networks."
861341700,https://www.usajobs.gov/job/861341700,Information Technology Specialist (Computer Specialist),Department of Justice,Department of Justice,GS,GS,2026,no_education,"The posting explicitly says there is no substitution of education for specialized experience at this grade level, and the qualifications can be met through experience alone. The education text is only transcript/verification boilerplate if education is used, not a requirement.",Education: There is no substitution of education for specialized experience at this grade level.
860422700,https://www.usajobs.gov/job/860422700,Chief (Product Development Office),Judicial Branch,Judicial Branch,AE,AE,2026,no_education,"The posting requires extensive specialized experience and executive qualifications, but it does not state that a degree is mandatory at any grade level. The Education field is empty, and the Qualifications Summary describes experience-based qualification only, with no strict education requirement.",Applicants must have demonstrated experience which shows competence in the qualifications as listed below.
860710600,https://www.usajobs.gov/job/860710600,IT SPECIALIST (INFOSEC),Department of the Navy,Department of the Navy,GS,GS,2026,no_education,"The posting requires specialized experience at the GS-12 level and cites OPM Alternative A, which allows qualification through experience rather than a mandatory degree. The education field lists competencies only and does not state a degree is required.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/
860731300,https://www.usajobs.gov/job/860731300,SENIOR WINDOWS SYSTEM ADMINISTRATOR,Department of the Navy,Department of the Navy,NT,NT,2026,no_education,"The posting qualifies candidates based on specialized experience at the NT-4/GS-11/12 equivalent level and references the 2210 Alternative A standard, which allows experience-based qualification. No degree is stated as strictly required.",Your resume must demonstrate at least one year of specialized experience at or equivalent to the NT-4 pay band (GS-11 and GS-12 equivalency) in the Federal service or equivalent experience in the private or public sector.
860777800,https://www.usajobs.gov/job/860777800,Supervisory Information Technology Cybersecurity Specialist (Operating Systems),Department of the Army,Department of the Army,GG,GG,2026,no_education,"The education field explicitly says education cannot be substituted and the qualifications section says you must meet the requirement using experience alone. The posting qualifies candidates based on specialized experience, so there is no degree requirement.","For this job, you must meet the qualification requirement using experience alone--no substitution of education for experience is permitted."
860866300,https://www.usajobs.gov/job/860866300,SUPERVISORY IT CYBERSECURITY SPECIALIST (INFOSEC),Department of the Navy,Department of the Navy,GG,GG,2026,no_education,"The posting requires directly applicable IT-related experience and lists qualifying experience competencies, but the education field is empty and there is no statement that a degree is required with no experience-only alternative. This is experience-based qualification language, not an education requirement.","Applicants must have directly applicable experience that demonstrates the possession of knowledge, skills, abilities, and competencies necessary for immediate success in the position."
860958700,https://www.usajobs.gov/job/860958700,Information Technology Specialist (Operating Systems),Department of the Army,Department of the Army,GG,GG,2026,no_education,"The posting explicitly says the position must be qualified using experience alone and that no substitution of education for experience is permitted. The qualifications section also says to qualify based on experience, confirming there is no degree requirement.","For this job, you must meet the qualification requirement using experience alone--no substitution of education for experience is permitted."
860961400,https://www.usajobs.gov/job/860961400,Information Technology Specialist (Operating Systems),Department of the Army,Department of the Army,GG,GG,2026,no_education,"The posting explicitly says the applicant must qualify using experience alone and that no education substitution is permitted, so there is no grade level where a degree is required. The qualifications section also states that to qualify, you must meet the experience requirements described below.",you must meet the qualification requirement using experience alone--no substitution of education for experience is permitted.
